cvn,imoNumber,vesselName,builtDate,vesselTypeTopLevelType,vesselTypeMidLevelType,detailedVesselType,flagOfRegistry,ageYear,mmsiMaritimeMobileServiceIdentity,classSociety,mainStatus,detailedStatus,grossTonnage,deadweightTonnes,lengthOverallMetres,draftMetres,beamMetres,lightDisplacement,ownerCompanyId,owner,ownerNationalityRegion,groupOwnerCompanyId,groupOwner,groupOwnerCountryRegion,registeredOwnerCompany,builderCompanyId,builder,builderCountryRegion,specificSize,specificUnit,callSign,sisterVesselCode,contractDate,compensatedGrossTonnage,yard,operatorCompanyId,operator,operatorCountryRegion,managerCompanyId,technicalManager,technicalManagerCountryRegion,cargoCapacityCubicMetres,tanksTotal,pumpsTotal,coatedTanksFitted,imoClass,iceClassNotation,iceClassed,speedKnots,powerType,mainEngineFuelType,mainEngineSummary,auxiliarySummary,propulsorSummary,environmentalSummary,ballastWaterTreatmentSystemFitted,mainEngineLngReady,hullSurveyDueDate,lastHullSurveyDate,mainEngines,auxiliaryEngines,positionalThrusters,propulsion,environmentalEquipment,globalZonePercentageTimeSpent,timeseries,bespokeData,vehicleDecksNo,vehicleCapacity,teuTotalCapacity,gearedIndicator,homogenousTeuCapacity,reeferTeuTotal,consumptionTonnesPerDay,mainEngineEcoMeEngine,newbuildingPrice,newbuildingPriceCurrency,exName,shipDesign,holdsTotal,hatchesTotal,greatLakesOnly,soxScrubberFitted,laneLengthMetres,passengersTotalNo,passengerBerths,heavyLiftCapable,tankTempCelcius,cargoContainmentSystemType,mainEngineLngCapable,alternativeFuelTypes,tankPressureKgfSqCm,noxAbatementIndicator
16264199,9705940.0,SK Line 1,2013-12-01T00:00:00,Chemical Tankers,"Chemical Tankers (<10,000 dwt)",Chemical & Oil Carrier,Singapore,9.16667,563536000.0,Bureau Veritas,Fleet,In Service,3200,5306.0,91.0,4.5,21.0,1699.0,420228,Ammships Pte Ltd,Singapore,420228,Ammships Pte Ltd,Singapore,PENG HONG PTE.LTD.,685804,SMI,Indonesia,5306.0,DWT,9V2048,,2012-02-20T00:00:00,7113.96582,SMI,420228.0,Ammships Pte Ltd,Singapore,798862.0,Global Radiance Ship,Singapore,5676.0,12.0,2.0,True,,,,10.0,Diesel 4-Stroke,VLS IFO,2 x Diesel - Cummins Inc KTA50-M2,2 x Aux. Diesel Gen. - Deutz,"2 x Zhenjiang JinYe, Propeller",,,False,2023-12-09T00:00:00,2018-12-11T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
16267329,9723069.0,Dominica,2015-09-01T00:00:00,Crude Tankers,"VLCC (200,000+ dwt)",Tanker,Liberia,7.41667,636018890.0,DNV,Fleet,In Service,157092,299999.0,336.0,21.513,60.0,43224.0,595322,Euronav NV,Belgium,595322,Euronav NV,Belgium,EURONAV NV,402529,Daewoo (DSME),South Korea,299999.0,DWT,D5RW3,93448.001,2013-12-03T00:00:00,43959.12676,Daewoo (DSME),335692.0,Tankers Intl,United Kingdom,751012.0,Euronav Hellas,Greece,325764.0,15.0,6.0,False,,,False,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 7G80ME-C9.2,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x Nakashima, FP Propeller",BWTS - Ballast Water Treatment System,True,False,2025-09-11T00:00:00,2020-12-05T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,Gener8 Neptune,,,,,,,,,,,,,,,
16274756,9711470.0,Eco Invictus,2014-09-01T00:00:00,LPG,"Small LPG 5-14,999 cbm",LPG Carrier,Marshall Is.,8.41667,538005799.0,Bureau Veritas,Fleet,In Service,4294,4923.0,99.98,6.1,17.2,,457037,StealthGas,Greece,332309,Stealth Maritime,Greece,Kaizen Industries Ltd.,404107,Sasaki Zosen,Japan,5023.0,cu.m.,V7HC4,,2014-02-03T00:00:00,7296.64223,Sasaki Zosen,457037.0,StealthGas,Greece,332309.0,Stealth Maritime,Greece,5023.0,,,,,,,13.4,Diesel 2-Stroke,VLS MDO,1 x Diesel - MAN B. & W. 5L35MC6.2,2 x Aux. Diesel Gen. - Yanmar,"1 x Kamome, FP Propeller, 178rpm ",1 x BWTS - Ballast Water Treatment System - Brightsky,True,False,2024-09-21T00:00:00,2019-09-28T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-10.0,,,,18.0,
16288016,9747065.0,Plumeria Coral,2016-04-01T00:00:00,LPG,"Small LPG 5-14,999 cbm",LPG Carrier,Panama,6.83333,374775000.0,Bureau Veritas,Fleet,In Service,4289,5016.0,99.98,6.1,17.2,,359751,AST Inc,Japan,359751,AST Inc,Japan,Coral Canal S.A.,404107,Sasaki Zosen,Japan,5017.0,cu.m.,3EKS5,,2014-01-01T00:00:00,7291.79811,Sasaki Zosen,359751.0,AST Inc,Japan,125554.0,Swan Shipping,Philippines,5017.0,,,,,,,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 5L35MC6.2,2 x Aux. Diesel Gen. - Yanmar,"1 x Kamome, FP Propeller, 178rpm ",1 x BWTS - Ballast Water Treatment System - Brightsky,True,False,2026-04-29T00:00:00,2021-05-14T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-10.0,,,,18.0,
16291911,9754446.0,Sigyn W,2018-09-01T00:00:00,Multipurpose,"Multi-Purpose (10,000-19,999 dwt.)",Multi-Purpose/Heavy Lift Cargo,Cyprus,4.41667,209318000.0,DNV,Fleet,In Service,9670,12100.0,138.0,8.05,21.4,,915616,Cargow BV,Netherlands,915616,Cargow BV,Netherlands,Star Navigation SA,444187,Taizhou Sanfu,China P.R.,12100.0,DWT,5BAP5,78402.012,2014-01-01T00:00:00,9594.81726,Taizhou Sanfu,915616.0,Cargow BV,Netherlands,769033.0,VMS Shipping,Netherlands,,,,,,E3,True,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S40ME-B9.2,3 x Aux. Diesel Gen. - MAN Energy Solutions,"1 x CP Propeller, 124rpm ",2 x BWTS - Ballast Water Treatment System - DESMI,True,True,2023-08-28T00:00:00,2018-08-28T00:00:00,[],[],[],[],[],[],[],,,,813.0,True,,,,Eco – Electronic Engine Modern,19.0,$m,,SDARI 12000 MPV,2.0,2.0,,,,,,True,,,,,,
16294596,9757864.0,COSCO Shipping Alps,2018-01-01T00:00:00,Containerships,"Neo-Panamax Containership 12,000-16,999 TEU",Fully Cellular Container,Hong Kong,5.08333,477148700.0,China Classification Society,Fleet,In Service,154369,153500.0,366.0,14.0,51.2,,858717,COSCO Shipping Lines,China P.R.,824220,China COSCO Shipping,China P.R.,COSCO Shenyang Shipping Limited,983412,SCS Shipbuilding,China P.R.,14500.0,TEU,VRRJ2,79211.003,2014-09-17T00:00:00,64117.18734,SCS Shipbuilding,858717.0,COSCO Shipping Lines,China P.R.,292481.0,COSCO Shanghai,China P.R.,,,,,,,False,22.5,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 10S90ME-C10.5,4 x Aux. Diesel Gen. - Wartsila 4-stroke,"1 x Nakashima, FP Propeller, 84rpm ",1 x BWTS - Ballast Water Treatment System - COSCO (Weihai),True,False,2028-01-02T00:00:00,2023-02-03T00:00:00,[],[],[],[],[],[],[],,,,14500.0,False,,1400.0,,Eco – Electronic Engine Modern,123.6,$m,,Hudong 14500 TEU,,,,,,,,,,,,,,
16297597,9762986.0,DHT Harrier,2016-09-01T00:00:00,Crude Tankers,"VLCC (200,000+ dwt)",Tanker,Hong Kong,6.41667,477706500.0,Lloyd's Register,Fleet,In Service,157083,299985.0,336.0,21.534,60.0,43193.0,684277,DHT Management,United States,457895,DHT Holdings,United States,DHT Harrier Inc.,402529,Daewoo (DSME),South Korea,299985.0,DWT,VRTZ7,78848.003,2014-09-01T00:00:00,43957.69121,Daewoo (DSME),684277.0,DHT Management,Norway,594604.0,Goodwood Ship,Singapore,325764.0,15.0,3.0,False,,,False,14.8,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 7G80ME-C9.2,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x Nakashima, FP Propeller","1 x Exhaust Scrubber - SOx - Langh Tech, 1 x BWTS - Ballast Water Treatment System",True,False,2026-09-12T00:00:00,2021-11-01T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,Eco Queen,,,,,True,,,,,,,,,,
16300743,9768540.0,Da Qing,2017-04-01T00:00:00,Multipurpose,"Multi-Purpose (20,000 + dwt.)",Multi-Purpose/Heavy Lift Cargo,China P.R.,5.83333,413491180.0,China Classification Society,Fleet,In Service,21992,28612.0,179.67,9.2,28.0,,546474,COSCO Shipping Spec,China P.R.,824220,China COSCO Shipping,China P.R.,,983412,Shanghai Shipyard,China P.R.,28612.0,DWT,BOHT,79397.002,2015-01-08T00:00:00,16233.53828,Shanghai Shipyard,546474.0,COSCO Shipping Spec,China P.R.,546474.0,COSCO Shipping Spec,China P.R.,,,,,,B,True,,Diesel 2-Stroke,VLS IFO,1 x Diesel - WinGD 6RT-flex50-D,3 x Aux. Diesel Gen. - MAN Energy Solutions,"1 x Dalian Marine, FP Propeller, 95rpm ",2 x BWTS - Ballast Water Treatment System - COSCO (Weihai),True,False,2027-04-11T00:00:00,2022-02-18T00:00:00,[],[],[],[],[],[],[],,,,1045.0,True,,,,Eco – Electronic Engine Modern,290.0,RMBm,,DA Type 3,,,,,,,,True,,,,,,
16303607,9645437.0,Aegean Vision,2017-05-01T00:00:00,Crude Tankers,"Suezmax (125,000-199,999 dwt)",Tanker,Greece,5.75,241493000.0,American Bureau of Shipping,Fleet,In Service,81349,158871.0,274.0,17.168,48.0,,332554,Arcadia Shipmgmt,Greece,332554,Arcadia Shipmgmt,Greece,NEW HORIZON MARINE CO.,392961,Hyundai HI (Ulsan),South Korea,158871.0,DWT,SVCO7,78980.008,2015-03-13T00:00:00,30209.39321,Hyundai HI (Ulsan),332554.0,Arcadia Shipmgmt,Greece,332554.0,Arcadia Shipmgmt,Greece,166301.0,12.0,3.0,False,,,False,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6G70ME-C9.2,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x HHI-EMD (HiMSEN), FP Propeller, 77.10rpm ",1 x BWTS - Ballast Water Treatment System - HHI-EMD (HiBallast),True,False,2027-05-07T00:00:00,2022-07-14T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,,,,,,,,,,,,,,,,
16306703,9769635.0,Precious Coral,2015-10-01T00:00:00,Other Dry General Cargo,General Cargo,General Cargo,Panama,7.33333,374632000.0,Nippon Kaiji Kyokai,Fleet,In Service,9967,14301.0,127.67,9.446,19.6,,170433,First Marine Service,Japan,164645,First Marine,Japan,GROWING MARITIME S.A.,402840,Higaki Zosen,Japan,14301.0,DWT,3FRV6,79320.003,2014-05-01T00:00:00,9782.391,Higaki Zosen,170433.0,First Marine Service,Japan,170433.0,First Marine Service,Japan,,,,,,,,13.0,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S35ME-B9.3,2 x Aux. Diesel Gen. - Yanmar,1 x Propeller,1 x BWTS - Ballast Water Treatment System,True,False,2025-10-06T00:00:00,2020-09-17T00:00:00,[],[],[],[],[],[],[],,,,,True,,,,Eco – Electronic Engine Modern,,,,,,,,,,,,False,,,,,,
16313301,9790050.0,Ever Board,2018-12-01T00:00:00,Containerships,"Feeder Containership 100-2,999 TEU",Fully Cellular Container,Taiwan,4.16667,416038000.0,CR Classification Society,Fleet,In Service,32145,37259.0,211.0,10.0,32.8,,164032,Evergreen Marine,Taiwan,164032,Evergreen Marine,Taiwan,Evergreen Marine Corp. (Taiwan) Ltd.,452016,Imabari SB (Imabari),Japan,2910.0,TEU,BKLQ,79690.006,2015-09-10T00:00:00,22059.24953,Imabari SB (Imabari),164032.0,Evergreen Marine,Taiwan,164032.0,Evergreen Marine,Taiwan,,,,,,,False,21.8,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 8S70ME-C8.5,4 x Aux. Diesel Gen. - Daihatsu,"1 x Nakashima, FP Propeller, 91rpm ","1 x Exhaust Scrubber - SOx - Alfa Laval, 1 x BWTS - Ballast Water Treatment System",True,False,,,[],[],[],[],[],[],[],,,,2910.0,False,,688.0,,Eco – Electronic Engine Modern,,,,,,,,True,,,,,,,,,,
16313927,9779018.0,Iris Harmony,2019-02-01T00:00:00,Bulkcarriers,Handysize Bulker,Bulk Carrier,Liberia,4.0,636019108.0,Nippon Kaiji Kyokai,Fleet,In Service,23703,38593.0,180.0,10.45,30.0,,232508,ORIX Maritime Corp,Japan,223506,Orix Corporation,Japan,Asama Marine SA,396251,Tsuneishi Cebu,Philippines,38593.0,DWT,D5SY8,79705.003,2015-05-01T00:00:00,13521.59803,Tsuneishi Cebu,,,,717539.0,Union Marine Mgmt,Singapore,,,,,,,,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S50ME-C8.5,3 x Aux. Diesel Gen. - Yanmar,"1 x FP Propeller, 108rpm ",1 x BWTS - Ballast Water Treatment System,True,False,2024-02-17T00:00:00,2019-02-18T00:00:00,[],[],[],[],[],[],[],,,,,True,,,,Eco – Electronic Engine Modern,,,,TESS38,5.0,5.0,,,,,,,,,,,,
16321856,,Chang Sheng Ji 5,2012-09-01T00:00:00,Multipurpose,"Multi-Purpose (10,000-19,999 dwt.)",Multi-Purpose,China P.R.,10.41667,413697570.0,Unknown,Fleet,In Service,11269,15800.0,154.81,8.0,22.2,,776152,Shishi Changsheng,China P.R.,776152,Shishi Changsheng,China P.R.,,770239,Jinda Shipyard,China P.R.,15800.0,DWT,BVIP5,,2010-01-01T00:00:00,10582.06456,Jinda Shipyard,776152.0,Shishi Changsheng,China P.R.,776152.0,Shishi Changsheng,China P.R.,,,,,,,,12.5,Diesel 4-Stroke,VLS IFO,1 x Diesel - Pielstick,,1 x Propeller,,,False,,2013-09-13T00:00:00,[],[],[],[],[],[],[],,,,872.0,False,,,,,,,,,4.0,,,,,,,,,,,,,
16329502,9814040.0,Le Bougainville,2019-04-01T00:00:00,Cruise,Cruise <500 Berths,Cruise Ship,France,3.83333,578001300.0,Bureau Veritas,Fleet,In Service,9988,1305.0,131.5,4.7,18.0,,314505,Ponant,France,314505,Ponant,France,SAS CAROLINE 69,392187,VARD Soeviknes,Norway,180.0,Berths,FLDT,80077.003,2016-08-12T00:00:00,23434.01468,VARD Soeviknes,314505.0,Ponant,France,314505.0,Ponant,France,,,,,,IC,True,15.0,Diesel Electric,VLS MDO,4 x Diesel Gen. - Wartsila 4-stroke 8L20,,"2 x Fundilusa, CP Propeller",1 x BWTS - Ballast Water Treatment System,True,False,2024-04-04T00:00:00,2019-04-05T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,VARD 6 08,,,,,,180.0,180.0,,,,,,,
16334106,9836000.0,Caitlyn 7,2018-07-01T00:00:00,Ferries,"Passenger Ferries <10,000 GT",Pass./Car Ferry,Indonesia,4.58333,525200335.0,Biro Klasifikasi Indonesia,Fleet,In Service,8274,2484.0,106.25,4.2,20.4,,925194,Munic Line,Indonesia,925194,Munic Line,Indonesia,,807131,Fujian Funing SB,China P.R.,337.0,Passengers,YCIO2,80133.006,2017-07-13T00:00:00,12095.05959,Fujian Funing SB,925194.0,Munic Line,Indonesia,925194.0,Munic Line,Indonesia,,,,,,,,,Diesel 4-Stroke,VLS IFO,2 x Diesel - Ningbo C.S.I. Power G8300ZC30B,"3 x Aux. Diesel Gen. - Weichai Heavy, 2 x Aux. Diesel Gen. - Weichai Heavy",2 x Propeller,,,False,,,[],[],[],[],[],[],[],,,61.0,,,,,,,,,,,,,,,,337.0,,,,,,,,
16338320,9837602.0,Universal Winner,2019-03-01T00:00:00,Crude Tankers,"VLCC (200,000+ dwt)",Tanker,South Korea,3.91667,440274000.0,Korean Register of Shipping,Fleet,In Service,156331,299981.0,336.0,21.6015,60.0,43745.0,211961,HMM,South Korea,211961,HMM,South Korea,SPARTA INTERNATIONAL 2 S.A.,402529,Daewoo (DSME),South Korea,299981.0,DWT,D7HR,80241.002,2017-09-04T00:00:00,43837.61799,Daewoo (DSME),332396.0,BP Shipping,United Kingdom,720018.0,HMM Ocean Service,South Korea,313992.0,15.0,3.0,False,,,False,16.6,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 7G80ME-C9.5,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x FP Propeller, 66.40rpm ","1 x Exhaust Scrubber - SOx - Wartsila Moss, 3 x Selective Catalytic Reduction - NOx - HHI-EMD (HiMSEN), 1 x Selective Catalytic Reduction - NOx - HSD Engine, 6 x BWTS - Ballast Water Treatment System - TechCross, 1 x BWTS - Ballast Water Treatment System - TechCross",True,False,2024-03-28T00:00:00,2019-03-29T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,,,,,,True,,,,,,,,,,True
16341470,9834325.0,LNG Megrez,2020-10-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Hong Kong,2.33333,477345600.0,China Classification Society,Fleet,In Service,114790,91430.0,295.0,12.5,45.0,,124360,Mitsui OSK Lines,Japan,124360,Mitsui OSK Lines,Japan,Arctic Indigo LNG Shipping Ltd.,983412,SCS Shipbuilding,China P.R.,174000.0,cu.m.,VRSQ9,80317.004,2017-06-29T00:00:00,88284.55582,SCS Shipbuilding,814047.0,Yamal Trade Pte,Singapore,622187.0,MOL LNG Europe,United Kingdom,174000.0,,,,,,False,19.5,Diesel 2-Stroke,"LNG, VLS IFO",2 x Diesel - WinGD 6X72DF,"2 x Aux. Diesel Gen. - Wartsila 4-stroke, 2 x Aux. Diesel Gen. - Wartsila 4-stroke","2 x Propeller, 69.10rpm ","2 x Selective Catalytic Reduction - NOx - HSD Engine, 2 x BWTS - Ballast Water Treatment System - SunRui",True,False,2025-10-30T00:00:00,2020-10-31T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,,Hudong G4 Changxing 174K M3,,,,,,,,,-163.0,GT,Y,LNG,,True
16343890,9842554.0,National Geographic Endurance,2020-03-01T00:00:00,Cruise,Cruise <500 Berths,Cruise Ship,Bahamas,2.91667,311000929.0,DNV,Fleet,In Service,12786,2100.0,124.4,5.7,21.0,,525790,Lindblad Expeditions,United States,525790,Lindblad Expeditions,United States,Lex Endurance Ltd.,584287,Ulstein Ulsteinvik,Norway,126.0,Berths,C6EL6,80445.001,2017-11-07T00:00:00,27650.83999,Ulstein Ulsteinvik,525790.0,Lindblad Expeditions,United States,525790.0,Lindblad Expeditions,United States,,,,,,PC5,True,16.5,Diesel Electric,VLS MGO,"2 x Diesel Gen. - General Electric 12V250MDC, 2 x Diesel Gen. - General Electric 8L250MDC",,"2 x ABB, Azimuth, Pod","4 x EGR Exhaust Gas Recirculation - NOx - General Electric, 1 x Sewage Treatment Plant, 1 x BWTS - Ballast Water Treatment System",True,False,2025-06-16T00:00:00,2020-03-16T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,Bespoke Design,,,,,,126.0,126.0,,,,,,,True
16345049,9837808.0,Morning Emma,2019-02-01T00:00:00,LPG,"Small LPG 5-14,999 cbm",LPG Carrier,Panama,4.0,,Nippon Kaiji Kyokai,Fleet,In Service,4301,4984.0,99.98,6.1,17.2,,296692,Toda Kisen KK,Japan,296692,Toda Kisen KK,Japan,"Toda Ship Co, Ltd.",404107,Sasaki Zosen,Japan,5018.0,cu.m.,H9EZ,80396.002,2017-09-20T00:00:00,7303.41992,Sasaki Zosen,598044.0,Tosoh Logistics,Japan,566948.0,Dongkuk Marine,South Korea,5018.0,,,,,,,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 5L35MC6.2,2 x Aux. Diesel Gen. - Daihatsu,"1 x Nakashima, FP Propeller, 178rpm ",1 x BWTS - Ballast Water Treatment System,True,False,2024-02-26T00:00:00,2019-02-27T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,1.8,JPYbn,,,,,,,,,,,-10.0,,,,18.0,
16350748,9847633.0,Yuan Peng Yang,2021-02-01T00:00:00,Crude Tankers,"VLCC (200,000+ dwt)",Tanker,Hong Kong,2.0,477648200.0,China Classification Society,Fleet,In Service,159819,310298.0,332.93611,21.94,60.0,,837525,COSCO Shpg Energy,China P.R.,824220,China COSCO Shipping,China P.R.,Yuan Peng Yang Shipping Ltd.,871424,Dalian COSCO KHI,China P.R.,310298.0,DWT,VRTU6,80518.002,2017-11-01T00:00:00,44392.48233,Dalian COSCO KHI,837525.0,COSCO Shpg Energy,China P.R.,837525.0,COSCO Shpg Energy,China P.R.,340064.0,15.0,3.0,False,,,,15.0,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 7G80ME-C9.5,3 x Aux. Diesel Gen.,1 x FP Propeller,"3 x Selective Catalytic Reduction - NOx, 1 x EGR Exhaust Gas Recirculation - NOx - MAN B. & W., 1 x HVEC -High Voltage External Connection, 2 x BWTS - Ballast Water Treatment System - SunRui",True,False,2026-02-25T00:00:00,2021-02-26T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,80.0,$m,,,,,,,,,,,,,,,,True
16351790,9850575.0,Ever Forever,2020-12-01T00:00:00,Containerships,"Neo-Panamax Containership 12,000-16,999 TEU",Fully Cellular Container,Panama,2.16667,351571000.0,American Bureau of Shipping,Fleet,In Service,120000,127076.0,333.96,16.4,48.4,,164032,Evergreen Marine,Taiwan,164032,Evergreen Marine,Taiwan,Greencompass Marine SA,452337,Samsung HI,South Korea,12118.0,TEU,H3WC,80534.006,2018-02-08T00:00:00,54025.25784,Samsung HI,164032.0,Evergreen Marine,Taiwan,164032.0,Evergreen Marine,Taiwan,,,,,,,False,23.0,Diesel 2-Stroke,IFO 380,1 x Diesel - WinGD 9X92,4 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x Nakashima, FP Propeller, 80rpm ","1 x Exhaust Scrubber - SOx - Alfa Laval, 4 x Selective Catalytic Reduction - NOx - PANASIA, 1 x Selective Catalytic Reduction - NOx - HSD Engine, 1 x BWTS - Ballast Water Treatment System",True,False,2025-12-14T00:00:00,2020-12-14T00:00:00,[],[],[],[],[],[],[],,,,12118.0,False,,2000.0,,Eco – Electronic Engine Modern,94.4,$m,,,,,,True,,,,,,,,,,True
16356579,9880879.0,Maran Eagle,2021-02-01T00:00:00,Bulkcarriers,Capesize Bulker,Bulk Carrier,Greece,2.0,241823000.0,Bureau Veritas,Fleet,In Service,109731,209388.0,299.92,18.55,50.0,,158581,Maran Dry Mngt,Greece,333414,Angelicoussis Group,Greece,Comino Enterprises SA,983412,Shanghai Waigaoqiao,China P.R.,209388.0,DWT,SVDM8,80668.004,2019-01-01T00:00:00,34434.90534,Shanghai Waigaoqiao,158581.0,Maran Dry Mngt,Greece,158581.0,Maran Dry Mngt,Greece,,,,,,,,,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6G70ME-C9.5,"2 x Aux. Diesel Gen. - Yanmar, 1 x Aux. Diesel Gen. - Yanmar","1 x Dalian Marine, FP Propeller, 75rpm ","1 x Exhaust Scrubber - SOx - Yara Marine Tech, 3 x Selective Catalytic Reduction - NOx - Yanmar, 1 x Selective Catalytic Reduction - NOx, 1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI)",True,False,2026-02-25T00:00:00,2021-02-26T00:00:00,[],[],[],[],[],[],[],,,,,False,,,,Eco – Electronic Engine Modern,,,Atlantic Bear,SWS 210K,9.0,9.0,,True,,,,,,,,,,True
16357550,9859648.0,POS Bangkok,2019-11-01T00:00:00,Containerships,"Feeder Containership 100-2,999 TEU",Fully Cellular Container,Panama,3.25,371369000.0,Korean Register of Shipping,Fleet,In Service,18085,22317.0,172.0,9.75,27.4,,143082,Pan Ocean,South Korea,143082,Pan Ocean,South Korea,POS MARITIME KD S.A.,392961,Hyundai Mipo,South Korea,1811.0,TEU,3FDX9,80691.001,2018-06-06T00:00:00,14918.67283,Hyundai Mipo,143082.0,Pan Ocean,South Korea,826732.0,POS SM Co Ltd,South Korea,,,,,,,False,18.0,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6S60ME-C10.5,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),1 x FP Propeller,"1 x Exhaust Scrubber - SOx - PANASIA, 1 x BWTS - Ballast Water Treatment System",True,False,2024-11-07T00:00:00,2019-11-08T00:00:00,[],[],[],[],[],[],[],,,,1811.0,,1213.0,558.0,27.7,Eco – Electronic Engine Modern,,,,1800 TEU Mk II,,,,True,,,,,,,,,,
16358731,,Hai Na Chuan 99,2018-09-01T00:00:00,Chemical Tankers,"Chemical Tankers (<10,000 dwt)",Chemical & Oil Carrier,China P.R.,4.41667,,China Classification Society,Fleet,In Service,3265,5200.0,104.9,,16.2,,934970,Zhenjiang Sopo Trans,China P.R.,934970,Zhenjiang Sopo Trans,China P.R.,,598381,Yangzhou Wanlong,China P.R.,5200.0,DWT,,,2017-01-01T00:00:00,7193.08245,Yangzhou Wanlong,934970.0,Zhenjiang Sopo Trans,China P.R.,934970.0,Zhenjiang Sopo Trans,China P.R.,,,,True,2.0,,,10.0,Diesel 4-Stroke,ULS IFO,2 x Diesel - Zichai Power,,2 x Propeller,,,False,2023-09-18T00:00:00,2018-09-19T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
16361036,9864916.0,GasLog Georgetown,2020-11-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Bermuda,2.25,310800000.0,American Bureau of Shipping,Fleet,In Service,115636,96000.0,293.16,12.5,45.8,,562032,GasLog,Greece,562032,GasLog,Greece,Gas-Thirty Two Ltd.,452337,Samsung HI,South Korea,174000.0,cu.m.,ZCEZ2,80766.001,2018-08-17T00:00:00,88726.48145,Samsung HI,582905.0,Cheniere Energy Inc,United States,623463.0,GasLog LNG Services,Greece,174000.0,,,,,,,19.5,Diesel 2-Stroke,"LNG, VLS IFO",2 x Diesel - WinGD 5X72DF,"2 x Aux. Diesel Gen. - HHI-EMD (HiMSEN), 2 x Aux. Diesel Gen. - HHI-EMD (HiMSEN)","2 x Silla Metal, FP Propeller, 74rpm ","2 x Selective Catalytic Reduction - NOx - HSD Engine, 4 x Selective Catalytic Reduction - NOx - PANASIA, 1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI)",True,False,2025-11-15T00:00:00,2020-11-16T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,182.3,$m,,,,,,,,,,,-163.0,TZM,Y,LNG,,True
16361731,9858888.0,Hokuyu Maru,2019-08-01T00:00:00,Other Dry General Cargo,General Cargo,Cement Carrier,Japan,3.5,431013789.0,Nippon Kaiji Kyokai,Fleet,In Service,5750,8644.0,110.17,7.214,19.4,,164645,First Marine,Japan,164645,First Marine,Japan,DAIICHI CHUO KISEN KAISHA,404099,Miura Zosensho,Japan,8644.0,DWT,JD4627,,2018-04-01T00:00:00,5698.95704,Miura Zosensho,,,,164645.0,First Marine,Japan,,,,,,,,,Diesel 4-Stroke,VLS IFO,1 x Diesel - Hanshin 6LH46LAE,2 x Aux. Diesel Gen. - Yanmar,1 x Propeller,,,False,2024-08-25T00:00:00,2019-08-26T00:00:00,[],[],[],[],[],[],[],,,,,True,,,,,,,,,,,,,,,,,,,,,,
